_SHARE_ENTITY_URN,_ORGANIZATION_ENTITY_URN,ENGAGEMENT,SHARE_COUNT,CLICK_COUNT,LIKE_COUNT,IMPRESSION_COUNT,COMMENT_COUNT,_FIVETRAN_ID,_FIVETRAN_SYNCED
urn:li:share:6887362927209283584,urn:li:organization:10043,0.01702786378,3,10,20,1938,0,6kQzrEnHYKnYiOtoHLcjdxsfCfk=,2023-01-13
urn:li:share:6887428903791669248,urn:li:organization:10043,2,0,0,6,3,0,ihIr/l+1r+Ayo5Furc5wOirmZRM=,2023-01-13
urn:li:share:6887429906360360960,urn:li:organization:10043,0,0,0,2,0,0,LIvLVloKiyK8GKOUeICaXJqxgt0=,2023-01-13
urn:li:share:6887790940778569728,urn:li:organization:10043,0,0,0,1,0,0,YFiKcwV/b/u6favNnxjI5fJK488=,2023-01-14
urn:li:share:6888827472062767104,urn:li:organization:10043,0.02850743229,8,30,101,4911,0,qVsud42Gs74kANkW7D21hHfjPzs=,2023-01-17
urn:li:share:6889172015597674496,urn:li:organization:25736,0.06264945002,16,78,36,2091,2,U3itQ88xTRa5z5yUOJuy8qJbvFs=,2023-01-19
urn:li:share:6889974873028919296,urn:li:organization:28981048,0.07407407407,2,9,5,216,0,ZvGDQfB7b0kGFcujW2pF3bEPwmA=,2023-01-20
urn:li:share:6890292471562412032,urn:li:organization:10043,0.03777335984,20,28,48,2515,0,mnz8K99yZNhScu/cTkour7se63M=,2023-01-21
urn:li:ugcPost:6891379132455100416,urn:li:organization:10043,0.02487749717,2,25,37,2653,1,hK30NcvlLVyU/UWxCReSQeokjyM=,2023-01-24
urn:li:share:6891364203366879233,urn:li:organization:28981048,0.1352657005,0,24,4,207,0,s6+fyoyHW0ohZYTMb5wuljQ/684=,2023-01-24
urn:li:share:6894217946470719488,urn:li:organization:25736,0.02967171717,6,20,22,1584,1,cvoTmwhdz2gaVLmKImS2IZzKJ34=,2023-02-01
urn:li:share:6894308426542129152,urn:li:organization:10043,0.03348073279,1,22,30,1583,0,8aWlerErWE0Yh2F+e005CfDvFvQ=,2023-02-01
urn:li:share:6894740328914534400,urn:li:organization:10043,0.1666666667,0,0,1,6,0,z9r2gJpkM3XulEbvgz8R2TAXnvM=,2023-02-02
urn:li:share:6894741174058389504,urn:li:organization:10043,0.7777777778,0,0,6,9,0,9yID0MIH4HGdCww17TrFcTk2ZWM=,2023-02-02
urn:li:share:6894740609010163712,urn:li:organization:10043,0,2,0,1,0,0,qMM6zMZQEqrLqBxH+kqiHDxuK84=,2023-02-02
urn:li:share:6896452859442135040,urn:li:organization:28981048,0.02517985612,0,2,5,278,0,PVLqRoibVAaaPW9GF3l5qdYC33s=,2023-02-07
urn:li:share:6896815522470846464,urn:li:organization:10043,0.01842546064,1,15,17,1791,0,c+wIZ/UQ+7+Sq2hYmwbr9H6nGpk=,2023-02-08
urn:li:share:6897177834604089344,urn:li:organization:10043,0.04032258065,2,39,44,2108,1,z/YL4I7lCVsB3Ox6MMEaluDunuk=,2023-02-09
urn:li:share:6898974411303841793,urn:li:organization:25736,0.02173913043,1,23,17,1886,0,4qQFC1twKmOHJDKruuVlP109DYA=,2023-02-14
urn:li:share:6899352049373585408,urn:li:organization:10043,0.03539823009,11,37,41,2486,0,PH0Ci2QG/tBP/8sf202TbiQyrf0=,2023-02-15
urn:li:ugcPost:6901547468203417600,urn:li:organization:10043,0.02331002331,0,472,17,21021,1,4AEhnqahHNWQautoVCjjab73ybg=,2023-02-21
urn:li:share:6901601451832131584,urn:li:organization:28981048,0.02711864407,0,4,4,295,0,iSVg0+KbOE/aDIM7b3JJPPXFhmo=,2023-02-21
urn:li:ugcPost:6901911732869058560,urn:li:organization:10043,0.04702081838,9,77,44,2786,1,/l+TAzDhf5BjVLDOl666ZBMAhVM=,2023-02-22
urn:li:share:7042464790291632128,urn:li:organization:28978119,0,0,0,0,16,0,buiqW/QqGd1nucPP9+cjJ5mRJSU=,2023-03-17
urn:li:share:7042464790291632128,urn:li:organizationBrand:28978119,0,0,0,0,16,0,KXxCswjD0zqv5E+wT9oqI9kjy2c=,2023-03-17
urn:li:ugcPost:6914587229721956353,urn:li:organization:10043,0.03631051753,6,44,39,2396,0,c41OCQi6QarvlLU8pa+TRGNxZ/c=,2023-03-29
urn:li:share:7048625650261250048,urn:li:organization:10043,0.01323251418,0,7,0,529,0,8/eu/M55v+rpr1rmwH5GH6p5Pxc=,2023-04-03
urn:li:share:7046936953174315009,urn:li:organization:10043,0,0,0,1,0,0,/KiC5Svd/CB8oo9jbVr3Q/hGnuQ=,2023-04-04
urn:li:share:7026852925104664576,urn:li:organization:10043,0.7058823529,0,0,12,17,0,tyGNWZQ1OEkmdLIUzy1PQBiE8v4=,2023-04-04
urn:li:share:7035929909415821312,urn:li:organization:10043,0,0,0,1,0,0,dQVoKRCj5tf+CvqR0fnGKViyHb8=,2023-04-04
urn:li:share:7035932207609188353,urn:li:organization:10043,0,0,0,1,0,0,yxwl5JidAOLxFcfTzeUot2jU21M=,2023-04-04
urn:li:share:7038670736152027136,urn:li:organization:10043,0,0,0,1,0,0,T2/bArOtDN/Wezq1jxPVQnSvMLU=,2023-04-04
urn:li:share:7035930090391711744,urn:li:organization:10043,0.75,0,0,3,4,0,hwhsF8KbnO/JqV8ajj6v85+pSZA=,2023-04-04
urn:li:share:7037648511701581824,urn:li:organization:10043,0,0,0,1,0,0,9BJBKI1+7u/XecgyPc76Dt2UyiE=,2023-04-04
urn:li:share:7035932381454680064,urn:li:organization:10043,0,0,0,1,0,0,ZAtLtLm5Z5HT+TSyK1wJ2WygmHg=,2023-04-04
urn:li:share:7035932517996060672,urn:li:organization:10043,3,1,0,2,1,0,vHwXJQJjCI92MUtMYBQcNzCJOXU=,2023-04-04
urn:li:share:7035932031469404161,urn:li:organization:10043,1.333333333,0,0,4,3,0,Dyyfom0oaCIGPNfXHBjrj6bi6rY=,2023-04-04
urn:li:share:7037648515115745280,urn:li:organization:10043,0.1666666667,0,0,1,6,0,KyvoWDb4QpI+NAIF19v6GyfxJ7c=,2023-04-04
urn:li:share:7038690943381774336,urn:li:organization:10043,0.3333333333,0,0,3,9,0,cDe6aURBYobtc/hJrLPZwcLZR7E=,2023-04-04
urn:li:share:7038855783505166337,urn:li:organization:10043,0.3333333333,0,2,2,12,0,qRWoiuyn+ad1eZEgLP2+vkby30g=,2023-04-04
urn:li:share:7038687154293678080,urn:li:organization:10043,0.5,0,0,15,30,0,/beC+HLgUfUr0qmofNLyBKXyFDM=,2023-04-04
urn:li:share:7035931237806452736,urn:li:organization:10043,0.4545454545,1,0,9,22,0,nAjQ42UF/oKj0VzjIeWw/I00VSM=,2023-04-04
urn:li:share:7035928099175161856,urn:li:organization:10043,0,0,0,1,0,0,MA4vzwKt2VnSOQcljtRBpf4/2gM=,2023-04-04
urn:li:share:7038682203450466304,urn:li:organization:10043,2,0,0,8,4,0,Qb2bHnciIcd+zM/T05O9McJb0v0=,2023-04-04
urn:li:share:7037649726686576640,urn:li:organization:10043,0.3333333333,0,0,1,3,0,FjQRq92Thk173aoZQr2QG3/GBeU=,2023-04-04
urn:li:share:7038690674044530688,urn:li:organization:10043,0,0,0,2,0,0,MmitQPyKNGMzhS7X0/EAcD0gyKU=,2023-04-04
urn:li:share:7038688532537778176,urn:li:organization:10043,0.4444444444,1,0,3,9,0,LoJ1aTFEI8WmQ1L5g6J5Tn4DUYo=,2023-04-04
urn:li:share:7038689893870428161,urn:li:organization:10043,0.606557377,7,0,30,61,0,n/c+5GAGG0LLBphNbDXf16EmaOg=,2023-04-04
urn:li:share:7035931521769160704,urn:li:organization:10043,3,0,0,3,1,0,/Mmo4I5xBel9MtDbAp2Mvl2GEbw=,2023-04-04
urn:li:share:7035931853203124225,urn:li:organization:10043,0.5,0,0,2,4,0,7V5vuyiYmtBY1h3f4f4aWxa9x4k=,2023-04-04
urn:li:share:7035928376112463872,urn:li:organization:10043,0.09375,0,1,2,32,0,wtSEJhmLmQEiGlxHzsebz+mOJhs=,2023-04-04
urn:li:share:7035931365619449856,urn:li:organization:10043,0.5,0,0,2,4,0,0kGSwy7KSk4SDSMkYe5/HzbIbUA=,2023-04-04
urn:li:share:7035932674766573568,urn:li:organization:10043,0.0303030303,0,0,1,33,0,iweEZei0cdArQ8hjSXbsrEgshAA=,2023-04-04
urn:li:share:7035931615113453569,urn:li:organization:10043,1.5,0,0,3,2,0,tDRa8A4BQP2xshwPupKNe2SUYWA=,2023-04-04
urn:li:share:7031700913815752704,urn:li:organization:10043,1.205128205,3,0,45,39,0,oLg1kAaXeCVlcoM8bhCctKZfxyw=,2023-04-04
urn:li:share:7035934973706612736,urn:li:organization:10043,0.02040816327,0,0,1,49,0,ABqpGBTUSgnrXO3K6L5w4sgm9CU=,2023-04-04
urn:li:share:7035928259842183168,urn:li:organization:10043,0,0,0,1,0,0,r5gq26/eykbq07NRBCC5yVcfCTY=,2023-04-04
urn:li:share:7034322106880299008,urn:li:organization:10043,0,0,0,3,0,0,xrA91arPZrL5EhgVpQlKDC05SHg=,2023-04-04
urn:li:share:7047188493260787713,urn:li:organizationBrand:28981048,0.2057245081,48,8,65,559,0,Z0IJ/aaLhHBN7/sJ0O/GdHecINc=,2023-04-04
urn:li:share:7048595330753335297,urn:li:organizationBrand:25736,0.04848484848,5,14,29,990,0,85Rp7CUn3t7HRVcw8BmmARCtaFA=,2023-04-04
urn:li:share:7048595330753335297,urn:li:organization:25736,0.04843592331,5,14,29,991,0,soqrMlpMWb05z2MJxulAhfyMvlk=,2023-04-04
urn:li:share:7047530581965852673,urn:li:organization:10043,0.01798458464,1,37,25,3503,0,dfjkH30bdZ6rxKWLEv9yRjUgoj8=,2023-04-04
urn:li:share:7034562390633459714,urn:li:organization:10043,0,0,0,1,0,0,3Z77y1aStv8xiN3haN/NAHiXJv0=,2023-04-04
urn:li:share:7047266725326721024,urn:li:organization:10043,0.05841526894,20,212,70,5187,1,DsyxsBAskTAGA0OW28Taaykhc/k=,2023-04-04
urn:li:share:7047175907874144256,urn:li:organizationBrand:28981048,0.075,6,3,15,320,1,/C1xBy01sYYYXKytouFiar8QLUQ=,2023-04-04
urn:li:ugcPost:7047175741737734144,urn:li:organization:10043,0.02215568862,4,39,31,3340,0,JOFW0CJk9zhXSSMSYMC7CULXn6I=,2023-04-04
urn:li:share:7046829093677371392,urn:li:organization:10043,0.04925832634,8,74,94,3573,0,sS23TTBkAneImIyPFMtkFFLpnuA=,2023-04-04
urn:li:share:7046535165250056192,urn:li:organizationBrand:28981048,0.3153988868,54,7,112,539,3,1qt7ps8fvHvdJET0se+4UIXS9D8=,2023-04-04
urn:li:share:7034564739389173761,urn:li:organization:10043,0,0,0,1,0,0,pvrE+0MwMyi7hFEJAmo3mzFd2aE=,2023-04-04
urn:li:share:7034135341376675840,urn:li:organization:10043,0.5,0,0,1,2,0,Ed5rc11kONkAAHLV4/CRX7yMRt4=,2023-04-04
urn:li:share:7046487296233144321,urn:li:organization:25736,0.06165004533,10,16,43,1103,0,sKRgxUK8z2i1WvxIT9dUCIXtRv4=,2023-04-04
urn:li:share:7046484933661392897,urn:li:organization:10043,0.02699172834,7,33,22,2297,0,z19CvnXm2LldFQp2qRIUMfB3yQE=,2023-04-04
urn:li:share:7046487296233144321,urn:li:organizationBrand:25736,0.06165004533,10,16,43,1103,0,dVFpc9rykL/GoHFoMXGm9OV5qFI=,2023-04-04
urn:li:share:7046215601702252544,urn:li:organization:10043,0.03765227021,4,37,27,1806,0,irSXQpc2f7dUz64GaxObKr04PL8=,2023-04-04
urn:li:share:7046088770026156032,urn:li:organization:10043,0.03677379481,6,72,40,3236,1,WhKWaFW/S7VYNIGHDDq0bM7Keok=,2023-04-04
urn:li:share:7046073569113501697,urn:li:organization:37930,0.02682926829,0,5,6,410,0,frfIKsi5YoqSfW68HPEF+tYEKjg=,2023-04-04
urn:li:share:7026507313800699905,urn:li:organization:10043,0,0,0,1,0,0,0dahaZW700kkacQ0egmKvtax4lU=,2023-04-04
urn:li:share:7026569876374757376,urn:li:organization:10043,0,0,0,1,0,0,ZuKiNHwrJIfgF8dJcd1VmNYNMhg=,2023-04-04
urn:li:share:7026510906872242176,urn:li:organization:10043,0,0,0,1,0,0,o6EPPZN6uMhF2XQ89BTTxZzW+dk=,2023-04-04
urn:li:share:7026569671235514368,urn:li:organization:10043,1.333333333,0,0,4,3,0,+G3GIxy7xw+NTQWrnoEwQWVYyNI=,2023-04-04
urn:li:share:7026224775526031360,urn:li:organization:10043,0.75,0,0,3,4,0,cfOfHpTI7j38dVhRnrFoV9v1lYI=,2023-04-04
urn:li:share:7028424597704171520,urn:li:organization:10043,0,0,0,1,0,0,GyD8bVN7lgU37+42Gc4IJ4UOQvs=,2023-04-04
urn:li:share:7026895430391074816,urn:li:organization:10043,0,0,0,2,0,0,Op3eQSsTCkCH+YHjJupBJsjMKyk=,2023-04-04
urn:li:share:7026895624683859968,urn:li:organization:10043,0.375,0,0,3,8,0,x7/5Nagd/tOVBan4H99BUWLm8/8=,2023-04-04
urn:li:share:7026853259235500032,urn:li:organization:10043,1,0,0,3,4,0,wZov1PcYA1NZGRYqzb9j3NdIncA=,2023-04-04
urn:li:share:7026953626568790017,urn:li:organization:10043,1.833333333,0,0,11,6,0,t/5XUPEzfqXG6rhuw2nRArkvB18=,2023-04-04
urn:li:share:7026502605019262977,urn:li:organization:10043,2,0,0,2,1,0,IDvCWqi3wcxOFbG444e5zJOvMTs=,2023-04-04
urn:li:share:7026948141824262144,urn:li:organization:10043,0.5,0,0,1,2,0,IHD7pEdSR5b8DXb8jcqoVISdxvY=,2023-04-04
urn:li:share:7026872507173380096,urn:li:organization:10043,1.75,0,0,7,4,0,I8CUuiN47v21CLjf6kLimuqLlBg=,2023-04-04
urn:li:share:7026536770657824768,urn:li:organization:10043,0,1,0,4,0,0,wdKwowQKAUtigcmTzzVIZP56Big=,2023-04-04
urn:li:share:7026224657112444928,urn:li:organization:10043,0,0,0,2,0,0,TmO0FhuR/IOd/Cg0yzzndFvbWWg=,2023-04-04
urn:li:share:7026953631471972352,urn:li:organization:10043,2,0,0,4,2,0,+E2d/Z+kcGFQGt2UMBhZ25R4yys=,2023-04-04
urn:li:share:7026951726750441472,urn:li:organization:10043,1,0,0,2,2,0,eEP6ueFAOECou/ip7koNu8wnsBw=,2023-04-04
urn:li:share:7026872781061394432,urn:li:organization:10043,1,0,0,1,1,0,yvVhvL3KNj8ndeXz6nv/gA4+rqo=,2023-04-04
urn:li:share:7026536620392603648,urn:li:organization:10043,0,0,0,1,0,0,cyMRquXzvp7tZWAT1V9gkewGXPI=,2023-04-04
urn:li:share:7026948458901049346,urn:li:organization:10043,0,0,0,1,0,0,vnY8N1Qc/Ooo8+qjELAzsGzS8Xo=,2023-04-04
urn:li:share:7026236363330969600,urn:li:organization:10043,0.7,0,0,14,20,0,f5fAxVnCPyRw/FJ/oP5XJEcfXPk=,2023-04-04
urn:li:share:7026874691373940736,urn:li:organization:10043,1,0,0,3,3,0,+DTWphFm+5ractuBkCU+Hj5AYCk=,2023-04-04
urn:li:share:7028424468196671488,urn:li:organization:10043,0,0,0,0,2,0,+d42Bb6wK48FPdOaiDqaGQqE3ec=,2023-04-04
urn:li:share:7026948145888571392,urn:li:organization:10043,1,0,0,1,1,0,R8c9BWH8M8QqmS2NfaueZ8VPNzo=,2023-04-04
urn:li:share:7026903818705481729,urn:li:organization:10043,2,0,0,4,2,0,QUtUTZurNiGruqOEdae7IIbxKkI=,2023-04-04
urn:li:share:7029793540863897600,urn:li:organization:10043,0.4285714286,0,0,3,7,0,BkxxUAIVeuqFEu/ZsAaObT7c4hc=,2023-04-04
urn:li:share:7029814608219516928,urn:li:organization:10043,0.08928571429,0,2,3,56,0,s6KDr8yIDCgbHtRi7mW3buBTt24=,2023-04-04
urn:li:share:7028413087992930304,urn:li:organization:10043,0.56,1,1,39,75,1,3vq9qZdtm7yCCKb+WKXCaJy6PRA=,2023-04-04
urn:li:share:7029815486469091328,urn:li:organization:10043,0.1428571429,0,0,1,7,0,KUCCPPVT0ZEOaYYybYEv7t0nxnU=,2023-04-04
urn:li:share:7026924504958255104,urn:li:organization:10043,4,0,0,4,1,0,j1jT/BoM5FaNBt4fRiJYjjGyzJY=,2023-04-04
urn:li:share:7026233412017434624,urn:li:organization:10043,0.6,0,0,2,5,0,YTY97ZRY0Qu+Qph/bd5DJrAlT9E=,2023-04-04
urn:li:share:7034128745103798272,urn:li:organization:10043,1,0,0,1,1,0,Iyv/XbmzgcYKInmLQiQkxgIDw1E=,2023-04-04
urn:li:share:7034126871801835520,urn:li:organization:10043,0.5,0,0,1,2,0,nEY1gKUlfU71QSa01iryDZmUV5k=,2023-04-04
urn:li:share:7026944972121645056,urn:li:organization:10043,0.8333333333,0,0,19,24,0,aA7VSP+fLIzG5N0s9hg6bjK3ybo=,2023-04-04
urn:li:share:7026937444377726976,urn:li:organization:10043,1.041666667,0,0,25,24,0,lStMgHcnJYxqjOG89cOXJh/7T7o=,2023-04-04
urn:li:share:7026528528028295168,urn:li:organization:10043,0,0,0,1,0,0,95YlfiJ3Cq5+oc9tqz9BFFvxBSQ=,2023-04-04
urn:li:share:7026944807306444802,urn:li:organization:10043,0.9,0,1,17,20,0,phanF3JabNPMkmb5odF0s38bHz8=,2023-04-04
urn:li:share:7034128015936634880,urn:li:organization:10043,0.09090909091,0,1,2,33,0,JJGHoB9NcUrgcPx4JT7yx4lnutg=,2023-04-04
urn:li:share:7026951721901830145,urn:li:organization:10043,0,0,0,4,0,0,S7kvKZgWWfhf1mKNsZyGB5e3Wes=,2023-04-04
urn:li:share:7026214742713090048,urn:li:organization:10043,2,0,0,2,1,0,qzjwP63Te3sPAjk38jisphqWbGs=,2023-04-04
urn:li:share:7026236244594442240,urn:li:organization:10043,0.75,0,0,9,12,0,FwSgseqgCfTfR5ZiefqY6zX6r8U=,2023-04-04
urn:li:share:7034128581790162944,urn:li:organization:10043,0.5,0,0,1,2,0,drVqtc75gn0QTjOMMl5iNKZ+nBs=,2023-04-04
urn:li:share:7034126254488338432,urn:li:organization:10043,0.06666666667,0,0,1,15,0,VyHwsVAwZI+y6rcYsvRgLRf0opo=,2023-04-04
urn:li:share:7034128903006760960,urn:li:organization:10043,0.09090909091,0,0,2,22,0,sr4FHKGyviF7j6RCpF865QYqDbs=,2023-04-04
urn:li:share:7026874837071507457,urn:li:organization:10043,0.6923076923,0,0,8,13,0,J0mCf6i8dXaADVP3iPuM0esKKNE=,2023-04-04
urn:li:share:7026870695938699264,urn:li:organization:10043,0.7777777778,0,0,7,9,0,WIze/GcPmFjMhN5LisF2oC5NEEc=,2023-04-04
urn:li:share:7026222358344404992,urn:li:organization:10043,0.3571428571,0,0,5,14,0,dOiGU2D2Aa6XZctBk1nlMoNAKsY=,2023-04-04
urn:li:share:7026870700338470912,urn:li:organization:10043,0,0,0,2,0,0,idgoU7z1MYjDuaF1iKdMdOxafxE=,2023-04-04
urn:li:share:7026924352730279936,urn:li:organization:10043,4,0,0,4,1,0,WtYe5e1GlpMkF1nSWYtJa1pp3aY=,2023-04-04
urn:li:share:7032283420030287872,urn:li:organization:10043,1,0,0,1,1,0,U0goheo2Oamq9OktmOpTJyUbg9Q=,2023-04-04
urn:li:share:7026507601127325698,urn:li:organization:10043,1,0,0,6,6,0,GzuQbyJJ1ixxHEeb3uWITIiD4bs=,2023-04-04
urn:li:share:7026505247304892416,urn:li:organization:10043,0,0,0,0,1,0,tkpgmY7dQXk1jq5TP0DOmM9vjyc=,2023-04-04
urn:li:share:7029814848297275394,urn:li:organization:10043,0.1162790698,0,1,2,43,0,WMWL1R63XdKUWaJmxwCmRlMHDGc=,2023-04-04
urn:li:share:7030883746518032384,urn:li:organization:10043,0.01754385965,0,0,1,57,0,zMt/jYL9K8Dtk7uCgegb7GjGnqo=,2023-04-04
urn:li:share:7032040268761608192,urn:li:organization:10043,0.07692307692,0,0,1,13,0,NDRzcFHjU0y57YV2k4tpqjikKrc=,2023-04-04
urn:li:share:7026526669708345344,urn:li:organization:10043,0.5,0,0,2,4,0,kTNLHTNc5FO/w34TtaC0lEw+PSU=,2023-04-04
urn:li:share:7026897491014889472,urn:li:organization:10043,0.5,0,0,2,4,0,l8vcYhhu+U1UOwMnJY7FYXKZaHU=,2023-04-04
urn:li:share:7026219402941317122,urn:li:organization:10043,4,0,0,4,1,0,zDW4k08+kFVODjwueGh1aCWpdgo=,2023-04-04
urn:li:share:7026222475780763649,urn:li:organization:10043,0.72,0,0,18,25,0,kBIVmrzSnCZzyRXMcRLgr/8rjJw=,2023-04-04
urn:li:share:7026213098160033792,urn:li:organization:10043,5,0,0,5,1,0,Pwj6TsGmySxIydVAncMRH41y2jM=,2023-04-04
urn:li:share:7026948770428772353,urn:li:organization:10043,0.2307692308,0,0,3,13,0,T28dsE8fKPJGIU4D6vHTH1W9lCc=,2023-04-04
urn:li:share:7026526238835912705,urn:li:organization:10043,0.6666666667,0,0,2,3,0,JJriAVXeIrfPB05U9I+nvOMYqzM=,2023-04-04
urn:li:share:7026219563839070208,urn:li:organization:10043,0.4666666667,1,0,5,15,1,8lOH52KaPYxiburfvoMqScwEfDY=,2023-04-04
urn:li:share:7026215402351341570,urn:li:organization:10043,0.5714285714,0,0,4,7,0,4KsLn8hhIsmn8H9BRKo9etn17tA=,2023-04-04
urn:li:share:7026897618655948800,urn:li:organization:10043,0.4347826087,0,0,10,23,0,CJbZeIOrtLlwuAOhUsFjaojcpvk=,2023-04-04
urn:li:share:7026213439500918784,urn:li:organization:10043,4,0,0,4,1,0,ym9apblOKUdNfEp6UF+0lfI7XuM=,2023-04-04
urn:li:share:6980114424879570945,urn:li:organization:10043,1.230769231,0,0,16,13,0,nJhAfNMCd59MK+9q3K9AYLID81Y=,2023-04-04
urn:li:share:7029811581777555457,urn:li:organization:10043,0.4,0,0,2,5,0,SbQXBldV48CQ3aE3nWHIznlBxmU=,2023-04-04
urn:li:share:7030875768868024320,urn:li:organization:10043,0.04761904762,0,0,1,21,0,JeKaoZrXTky0dfpoeB8d2ekCTdw=,2023-04-04
urn:li:share:7029811146823974912,urn:li:organization:10043,0.2,0,0,1,5,0,FXOX2wxhv9YBMM+KGTGsF/3K4cs=,2023-04-04
urn:li:share:6987801960267583489,urn:li:organization:10043,1,0,0,1,1,0,3Dvh4K3Uf5b43z2E3HvqLac1W+I=,2023-04-04
urn:li:share:6987808164456878081,urn:li:organization:10043,1.5,1,0,5,4,0,qp6I5SZTLfXKvHoNJU8Mp0RvXrI=,2023-04-04
urn:li:share:6980128188563615745,urn:li:organization:10043,0.9090909091,0,1,9,11,0,d+pSqxK0TenyrENDI3GwpH7p3Gk=,2023-04-04
urn:li:share:6987805277387411456,urn:li:organization:10043,0,0,0,2,0,0,yNUhP3U40ZAmMFc71fLTuYkhkCE=,2023-04-04
urn:li:share:7045076909042368512,urn:li:organizationBrand:28981048,0.07780979827,6,2,19,347,0,68wWbvRkY3Lvx2ZQFCJMMdWaw/I=,2023-04-04
urn:li:share:7044986393705541632,urn:li:organization:10043,0.1616161616,3,5,8,99,0,wuidTsDbGLdCw+qjQyoVE3f4M30=,2023-04-04
urn:li:share:7045016825151045632,urn:li:organization:10043,0.04359958144,12,63,50,2867,0,oJ57ImILG23Q3eR1imaxZ8c3wwk=,2023-04-04
urn:li:share:7044699641623310336,urn:li:organization:10043,0.04487658938,6,39,75,2674,0,JfoEKvl4fPahKNaIOjpQ+0Ixq9Q=,2023-04-04
urn:li:share:7044648390252498944,urn:li:organizationBrand:28981048,0.006849315068,0,1,0,146,0,8X3XxbRgbIjyIHezTlJNDDQGG24=,2023-04-04
urn:li:ugcPost:7044631421000302592,urn:li:organization:10043,0.02378121284,4,35,21,2523,0,+fh4SYh3Cw1O8FVs6ZmTu1Iqno0=,2023-04-04
urn:li:share:7044322198156713984,urn:li:organization:10043,0.04990176817,22,47,58,2545,0,rMrPrKF2B4Hy67N2aoG5/YTBEpM=,2023-04-04
urn:li:share:7044269057386180608,urn:li:organization:10043,0.02076777848,2,9,22,1589,0,rTaNNWhBgU22jP8w3LU/tbqHPFg=,2023-04-04
urn:li:share:7043969541055418369,urn:li:organization:10043,0.03567946968,5,71,107,5129,0,5n0lTb+VKX9lkLLJwiSSmc5cKWw=,2023-04-04
urn:li:share:7043929636002529280,urn:li:organization:10043,0.01581920904,0,7,7,885,0,VmhzNAg6UJkcRBf57XuwTiakYeE=,2023-04-04
urn:li:share:7043884100495056896,urn:li:organization:10043,0,0,0,0,20,0,F/uIUAw6mX0Ry0jacmLwgckO3p8=,2023-04-04
urn:li:ugcPost:7042543608842899456,urn:li:organization:10043,0.2620179609,0,946,45,3786,1,Hgcavm7fsXtwkYDzrrVnZhePG7M=,2023-04-04
urn:li:ugcPost:7042449589462855680,urn:li:organization:10043,0.02333152469,0,21,23,1843,0,6IPgKkISk1fkOLIL5E2IF7R7Fto=,2023-04-04
urn:li:ugcPost:7041416326514425857,urn:li:organization:10043,0.02940038685,4,30,42,2585,0,yDtxLhaewxcp1hk3KYSz+eNp7f0=,2023-04-04
urn:li:ugcPost:7039618162903957504,urn:li:organization:10043,0.1156726768,1,383,33,3605,1,b1aA+FR5BPEixyfP0aXiTE8EEGA=,2023-04-04
urn:li:ugcPost:7039239311531143169,urn:li:organization:10043,0.05090450147,2,29,90,2377,0,3h8F6Rji2IxRnCu4B5FkqRCUrpg=,2023-04-04
urn:li:ugcPost:7038855928405778432,urn:li:organization:10043,0.03129032258,7,32,58,3100,0,v1jOJy1ahFeB6Q5GgqOIxv3wA14=,2023-04-04
urn:li:ugcPost:7037095812371255297,urn:li:organization:10043,0.0605583956,6,117,31,2543,1,x8mOCYxvXAKq1DbnWwR1t/96nFg=,2023-04-04
urn:li:ugcPost:7036726635240321025,urn:li:organization:10043,0.0379369139,5,81,91,4692,1,m7E8Xn0a5Q0MHa5MhUFYakNOM/w=,2023-04-04
urn:li:ugcPost:7036330425933340672,urn:li:organization:10043,0.02181138346,6,42,57,4814,0,jdX1o2YKKXVrUSVG1kgP5Xy8biM=,2023-04-04
urn:li:ugcPost:7033847753143193601,urn:li:organization:10043,0.04340872744,7,83,100,4377,0,3YLOMQ+Xo9hD/8BrhuTuixeV2AI=,2023-04-04
urn:li:ugcPost:7032061289636007936,urn:li:organization:10043,0.1699728843,12,1117,63,7007,1,latHnanNJih6R1DXoCUUNNHfS30=,2023-04-04
urn:li:ugcPost:7031955441706295296,urn:li:organization:25736,0.03714285714,8,31,52,2450,0,PHtUs6jcfR/OG8e7DITWDe1cpjw=,2023-04-04
urn:li:ugcPost:6927648079269507072,urn:li:organization:10043,0.0336854125,5,71,42,3503,0,94pIZy5GYyP2iugQU+lfyvZ73Xc=,2023-04-04
urn:li:ugcPost:6921899911596646400,urn:li:organization:10043,0.03624382208,18,130,97,6677,1,d5Phigsm0S4cSf9vB8WANRHHKi8=,2023-04-04
urn:li:share:7035927649147314176,urn:li:organization:10043,0,0,0,3,0,0,6OmUWxJcAdnKuBtZHL/G8Qe70rY=,2023-04-04
urn:li:share:7035905887407910914,urn:li:organization:10043,1,0,0,1,1,0,JjImSh9flfakyTJG9Kos6N6QFN0=,2023-04-04
urn:li:share:7042520132308402177,urn:li:organizationBrand:28978119,0.07207207207,1,3,4,111,0,aX+yA7pKXdDo/GzLn9jW4bNpgcE=,2023-04-04
urn:li:share:7042215070034006016,urn:li:organization:10043,0.02658227848,0,9,11,790,0,9DDbRPS7yGiRiQBpNPZx3jJfzp8=,2023-04-04
urn:li:share:7042223079703416832,urn:li:organizationBrand:28981048,0.05518763797,0,12,13,453,0,V854Wuy7z1g6g/AYfLG++qOumOA=,2023-04-04
